0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372,0.627372
0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978,0.849978
0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813,0.950813
0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983,0.875983
0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188,0.866188
1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133,1.03133
0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715,0.671715
0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633,0.085633
1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804,1.69804
0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077,0.508077
0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913,0.803913
1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792,1.08792
-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056,-0.844056
-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051,-0.484051
1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896,1.71896
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
